today,alright
proud,really
proud,proud
proud,even
proud,everything
proud,um
proud,yeah
proud,i'm
proud,getting
proud,a's
life,um
life,would
life,say
life,*sigh*,
life,i've
life,perservered,
life,i'm
life,proud
life,that,
life,even
life,though
life,lot
life,of,
life,difficulty
life,life,
life,fact
life,i'm
life,know
life,making
life,commitment
life,go
life,school,
life,i'm
life,own,
life,um,
life,know
life,it's,
life,kind
life,a,
life,people
life,people
life,knew
life,problem
life,have,
life,they'd
life,like
life,well
life,know
life,worrying
life,school
life,um,
life,really
life,feel
life,that,
life,know
life,i'm
life,i'm
life,i'm
life,really
life,proud
life,even
life,everything
life,um
life,yeah
life,i'm
life,getting
life,a's
um,that's
um,great
would,that's
would,great
say,that's
say,great
*sigh*,,that's
*sigh*,,great
i've,that's
i've,great
perservered,,that's
perservered,,great
i'm,that's
i'm,great
proud,that's
proud,great
that,,that's
that,,great
even,that's
even,great
though,that's
though,great
lot,that's
lot,great
of,,that's
of,,great
difficulty,that's
difficulty,great
life,,that's
life,,great
fact,that's
fact,great
i'm,that's
i'm,great
know,that's
know,great
making,that's
making,great
commitment,that's
commitment,great
go,that's
go,great
school,,that's
school,,great
i'm,that's
i'm,great
own,,that's
own,,great
um,,that's
um,,great
know,that's
know,great
it's,,that's
it's,,great
kind,that's
kind,great
a,,that's
a,,great
people,that's
people,great
people,that's
people,great
knew,that's
knew,great
problem,that's
problem,great
have,,that's
have,,great
they'd,that's
they'd,great
like,that's
like,great
well,that's
well,great
know,that's
know,great
worrying,that's
worrying,great
school,that's
school,great
um,,that's
um,,great
really,that's
really,great
feel,that's
feel,great
that,,that's
that,,great
know,that's
know,great
i'm,that's
i'm,great
i'm,that's
i'm,great
i'm,that's
i'm,great
really,that's
really,great
proud,that's
proud,great
even,that's
even,great
everything,that's
everything,great
um,that's
um,great
yeah,that's
yeah,great
i'm,that's
i'm,great
getting,that's
getting,great
a's,that's
a's,great
that's,thanks
great,thanks
thanks,thanks
thanks,mm
thanks,k
mm,mm
mm,k
k,mm
k,k
mm,thanks
k,thanks
thanks,thanks
