today,okay,
today,not,
today,bad
enjoyed,fun
,,sound
,,like
,,great
,,situation
mm,,sound
mm,,like
mm,,great
mm,,situation
something,sound
something,like
something,great
something,situation
really,sound
really,like
really,great
really,situation
enjoyed,,sound
enjoyed,,like
enjoyed,,great
enjoyed,,situation
well,,sound
well,,like
well,,great
well,,situation
let's,sound
let's,like
let's,great
let's,situation
see,sound
see,like
see,great
see,situation
um,,sound
um,,like
um,,great
um,,situation
friday,sound
friday,like
friday,great
friday,situation
night,sound
night,like
night,great
night,situation
went,sound
went,like
went,great
went,situation
friend's,sound
friend's,like
friend's,great
friend's,situation
house,,sound
house,,like
house,,great
house,,situation
met,sound
met,like
met,great
met,situation
with,,sound
with,,like
with,,great
with,,situation
five,sound
five,like
five,great
five,situation
girlfriend,sound
girlfriend,like
girlfriend,great
girlfriend,situation
we,,sound
we,,like
we,,great
we,,situation
created,sound
created,like
created,great
created,situation
vision,sound
vision,like
vision,great
vision,situation
boards,,sound
boards,,like
boards,,great
boards,,situation
talked,sound
talked,like
talked,great
talked,situation
and,,sound
and,,like
and,,great
and,,situation
dinner,,sound
dinner,,like
dinner,,great
dinner,,situation
one,sound
one,like
one,great
one,situation
house,sound
house,like
house,great
house,situation
fun,sound
fun,like
fun,great
fun,situation
sound,yeah,
sound,get
like,yeah,
like,get
great,yeah,
great,get
situation,yeah,
situation,get
yeah,,advice
yeah,,would
yeah,,give
yeah,,ten
yeah,,twenty
yeah,,year
yeah,,ago
get,advice
get,would
get,give
get,ten
get,twenty
get,year
get,ago
advice,ooh
advice,*sigh*,
advice,stay
advice,college
advice,get
advice,degree,
advice,um,
advice,get
advice,therapy
advice,try
advice,become
advice,happy,
advice,um,
advice,yeah
advice,try
advice,figure
advice,thing
advice,earlier
advice,life,
advice,like,
advice,yeah,
advice,stay
advice,college
advice,oh
advice,mainly
advice,think
advice,main
advice,know
advice,boil
advice,*laughter*
advice,matter
advice,depressed
advice,seems
advice,like,
advice,saying
advice,go
advice,song
advice,the,
advice,song
advice,go
advice,know,
advice,money
advice,world
advice,revolves
advice,around
advice,money
advice,and,
advice,none,
advice,depressing
advice,*laughter*
advice,besides
advice,relationship
advice,different
advice,thing
advice,happened
advice,life,
advice,money,
advice,is,
advice,know
advice,like
advice,can't
advice,even
advice,try
advice,fix
advice,anything
advice,money
advice,fix
advice,it,
advice,so,
advice,mind
advice,would
advice,uh
advice,definitely
advice,advise
advice,get
advice,college
advice,degree,
advice,stick
advice,get
advice,job
advice,stick
advice,it,
advice,um,
advice,quit,
advice,go
advice,traveling
advice,know,
advice,stick
advice,job
advice,stick
advice,company
advice,build
advice,your,
advice,seniority
advice,keep
advice,benefits,
advice,build
advice,knowledge
advice,expertise
advice,sort
advice,field,
advice,yeah
advice,would've
advice,been,
advice,biggest
advice,piece
advice,advice
would,ooh
would,*sigh*,
would,stay
would,college
would,get
would,degree,
would,um,
would,get
would,therapy
would,try
would,become
would,happy,
would,um,
would,yeah
would,try
would,figure
would,thing
would,earlier
would,life,
would,like,
would,yeah,
would,stay
would,college
would,oh
would,mainly
would,think
would,main
would,know
would,boil
would,*laughter*
would,matter
would,depressed
would,seems
would,like,
would,saying
would,go
would,song
would,the,
would,song
would,go
would,know,
would,money
would,world
would,revolves
would,around
would,money
would,and,
would,none,
would,depressing
would,*laughter*
would,besides
would,relationship
would,different
would,thing
would,happened
would,life,
would,money,
would,is,
would,know
would,like
would,can't
would,even
would,try
would,fix
would,anything
would,money
would,fix
would,it,
would,so,
would,mind
would,would
would,uh
would,definitely
would,advise
would,get
would,college
would,degree,
would,stick
would,get
would,job
would,stick
would,it,
would,um,
would,quit,
would,go
would,traveling
would,know,
would,stick
would,job
would,stick
would,company
would,build
would,your,
would,seniority
would,keep
would,benefits,
would,build
would,knowledge
would,expertise
would,sort
would,field,
would,yeah
would,would've
would,been,
would,biggest
would,piece
would,advice
give,ooh
give,*sigh*,
give,stay
give,college
give,get
give,degree,
give,um,
give,get
give,therapy
give,try
give,become
give,happy,
give,um,
give,yeah
give,try
give,figure
give,thing
give,earlier
give,life,
give,like,
give,yeah,
give,stay
give,college
give,oh
give,mainly
give,think
give,main
give,know
give,boil
give,*laughter*
give,matter
give,depressed
give,seems
give,like,
give,saying
give,go
give,song
give,the,
give,song
give,go
give,know,
give,money
give,world
give,revolves
give,around
give,money
give,and,
give,none,
give,depressing
give,*laughter*
give,besides
give,relationship
give,different
give,thing
give,happened
give,life,
give,money,
give,is,
give,know
give,like
give,can't
give,even
give,try
give,fix
give,anything
give,money
give,fix
give,it,
give,so,
give,mind
give,would
give,uh
give,definitely
give,advise
give,get
give,college
give,degree,
give,stick
give,get
give,job
give,stick
give,it,
give,um,
give,quit,
give,go
give,traveling
give,know,
give,stick
give,job
give,stick
give,company
give,build
give,your,
give,seniority
give,keep
give,benefits,
give,build
give,knowledge
give,expertise
give,sort
give,field,
give,yeah
give,would've
give,been,
give,biggest
give,piece
give,advice
ten,ooh
ten,*sigh*,
ten,stay
ten,college
ten,get
ten,degree,
ten,um,
ten,get
ten,therapy
ten,try
ten,become
ten,happy,
ten,um,
ten,yeah
ten,try
ten,figure
ten,thing
ten,earlier
ten,life,
ten,like,
ten,yeah,
ten,stay
ten,college
ten,oh
ten,mainly
ten,think
ten,main
ten,know
ten,boil
ten,*laughter*
ten,matter
ten,depressed
ten,seems
ten,like,
ten,saying
ten,go
ten,song
ten,the,
ten,song
ten,go
ten,know,
ten,money
ten,world
ten,revolves
ten,around
ten,money
ten,and,
ten,none,
ten,depressing
ten,*laughter*
ten,besides
ten,relationship
ten,different
ten,thing
ten,happened
ten,life,
ten,money,
ten,is,
ten,know
ten,like
ten,can't
ten,even
ten,try
ten,fix
ten,anything
ten,money
ten,fix
ten,it,
ten,so,
ten,mind
ten,would
ten,uh
ten,definitely
ten,advise
ten,get
ten,college
ten,degree,
ten,stick
ten,get
ten,job
ten,stick
ten,it,
ten,um,
ten,quit,
ten,go
ten,traveling
ten,know,
ten,stick
ten,job
ten,stick
ten,company
ten,build
ten,your,
ten,seniority
ten,keep
ten,benefits,
ten,build
ten,knowledge
ten,expertise
ten,sort
ten,field,
ten,yeah
ten,would've
ten,been,
ten,biggest
ten,piece
ten,advice
twenty,ooh
twenty,*sigh*,
twenty,stay
twenty,college
twenty,get
twenty,degree,
twenty,um,
twenty,get
twenty,therapy
twenty,try
twenty,become
twenty,happy,
twenty,um,
twenty,yeah
twenty,try
twenty,figure
twenty,thing
twenty,earlier
twenty,life,
twenty,like,
twenty,yeah,
twenty,stay
twenty,college
twenty,oh
twenty,mainly
twenty,think
twenty,main
twenty,know
twenty,boil
twenty,*laughter*
twenty,matter
twenty,depressed
twenty,seems
twenty,like,
twenty,saying
twenty,go
twenty,song
twenty,the,
twenty,song
twenty,go
twenty,know,
twenty,money
twenty,world
twenty,revolves
twenty,around
twenty,money
twenty,and,
twenty,none,
twenty,depressing
twenty,*laughter*
twenty,besides
twenty,relationship
twenty,different
twenty,thing
twenty,happened
twenty,life,
twenty,money,
twenty,is,
twenty,know
twenty,like
twenty,can't
twenty,even
twenty,try
twenty,fix
twenty,anything
twenty,money
twenty,fix
twenty,it,
twenty,so,
twenty,mind
twenty,would
twenty,uh
twenty,definitely
twenty,advise
twenty,get
twenty,college
twenty,degree,
twenty,stick
twenty,get
twenty,job
twenty,stick
twenty,it,
twenty,um,
twenty,quit,
twenty,go
twenty,traveling
twenty,know,
twenty,stick
twenty,job
twenty,stick
twenty,company
twenty,build
twenty,your,
twenty,seniority
twenty,keep
twenty,benefits,
twenty,build
twenty,knowledge
twenty,expertise
twenty,sort
twenty,field,
twenty,yeah
twenty,would've
twenty,been,
twenty,biggest
twenty,piece
twenty,advice
year,ooh
year,*sigh*,
year,stay
year,college
year,get
year,degree,
year,um,
year,get
year,therapy
year,try
year,become
year,happy,
year,um,
year,yeah
year,try
year,figure
year,thing
year,earlier
year,life,
year,like,
year,yeah,
year,stay
year,college
year,oh
year,mainly
year,think
year,main
year,know
year,boil
year,*laughter*
year,matter
year,depressed
year,seems
year,like,
year,saying
year,go
year,song
year,the,
year,song
year,go
year,know,
year,money
year,world
year,revolves
year,around
year,money
year,and,
year,none,
year,depressing
year,*laughter*
year,besides
year,relationship
year,different
year,thing
year,happened
year,life,
year,money,
year,is,
year,know
year,like
year,can't
year,even
year,try
year,fix
year,anything
year,money
year,fix
year,it,
year,so,
year,mind
year,would
year,uh
year,definitely
year,advise
year,get
year,college
year,degree,
year,stick
year,get
year,job
year,stick
year,it,
year,um,
year,quit,
year,go
year,traveling
year,know,
year,stick
year,job
year,stick
year,company
year,build
year,your,
year,seniority
year,keep
year,benefits,
year,build
year,knowledge
year,expertise
year,sort
year,field,
year,yeah
year,would've
year,been,
year,biggest
year,piece
year,advice
ago,ooh
ago,*sigh*,
ago,stay
ago,college
ago,get
ago,degree,
ago,um,
ago,get
ago,therapy
ago,try
ago,become
ago,happy,
ago,um,
ago,yeah
ago,try
ago,figure
ago,thing
ago,earlier
ago,life,
ago,like,
ago,yeah,
ago,stay
ago,college
ago,oh
ago,mainly
ago,think
ago,main
ago,know
ago,boil
ago,*laughter*
ago,matter
ago,depressed
ago,seems
ago,like,
ago,saying
ago,go
ago,song
ago,the,
ago,song
ago,go
ago,know,
ago,money
ago,world
ago,revolves
ago,around
ago,money
ago,and,
ago,none,
ago,depressing
ago,*laughter*
ago,besides
ago,relationship
ago,different
ago,thing
ago,happened
ago,life,
ago,money,
ago,is,
ago,know
ago,like
ago,can't
ago,even
ago,try
ago,fix
ago,anything
ago,money
ago,fix
ago,it,
ago,so,
ago,mind
ago,would
ago,uh
ago,definitely
ago,advise
ago,get
ago,college
ago,degree,
ago,stick
ago,get
ago,job
ago,stick
ago,it,
ago,um,
ago,quit,
ago,go
ago,traveling
ago,know,
ago,stick
ago,job
ago,stick
ago,company
ago,build
ago,your,
ago,seniority
ago,keep
ago,benefits,
ago,build
ago,knowledge
ago,expertise
ago,sort
ago,field,
ago,yeah
ago,would've
ago,been,
ago,biggest
ago,piece
ago,advice
ooh,proud
ooh,life
*sigh*,,proud
*sigh*,,life
stay,proud
stay,life
college,proud
college,life
get,proud
get,life
degree,,proud
degree,,life
um,,proud
um,,life
get,proud
get,life
therapy,proud
therapy,life
try,proud
try,life
become,proud
become,life
happy,,proud
happy,,life
um,,proud
um,,life
yeah,proud
yeah,life
try,proud
try,life
figure,proud
figure,life
thing,proud
thing,life
earlier,proud
earlier,life
life,,proud
life,,life
like,,proud
like,,life
yeah,,proud
yeah,,life
stay,proud
stay,life
college,proud
college,life
oh,proud
oh,life
mainly,proud
mainly,life
think,proud
think,life
main,proud
main,life
know,proud
know,life
boil,proud
boil,life
*laughter*,proud
*laughter*,life
matter,proud
matter,life
depressed,proud
depressed,life
seems,proud
seems,life
like,,proud
like,,life
saying,proud
saying,life
go,proud
go,life
song,proud
song,life
the,,proud
the,,life
song,proud
song,life
go,proud
go,life
know,,proud
know,,life
money,proud
money,life
world,proud
world,life
revolves,proud
revolves,life
around,proud
around,life
money,proud
money,life
and,,proud
and,,life
none,,proud
none,,life
depressing,proud
depressing,life
*laughter*,proud
*laughter*,life
besides,proud
besides,life
relationship,proud
relationship,life
different,proud
different,life
thing,proud
thing,life
happened,proud
happened,life
life,,proud
life,,life
money,,proud
money,,life
is,,proud
is,,life
know,proud
know,life
like,proud
like,life
can't,proud
can't,life
even,proud
even,life
try,proud
try,life
fix,proud
fix,life
anything,proud
anything,life
money,proud
money,life
fix,proud
fix,life
it,,proud
it,,life
so,,proud
so,,life
mind,proud
mind,life
would,proud
would,life
uh,proud
uh,life
definitely,proud
definitely,life
advise,proud
advise,life
get,proud
get,life
college,proud
college,life
degree,,proud
degree,,life
stick,proud
stick,life
get,proud
get,life
job,proud
job,life
stick,proud
stick,life
it,,proud
it,,life
um,,proud
um,,life
quit,,proud
quit,,life
go,proud
go,life
traveling,proud
traveling,life
know,,proud
know,,life
stick,proud
stick,life
job,proud
job,life
stick,proud
stick,life
company,proud
company,life
build,proud
build,life
your,,proud
your,,life
seniority,proud
seniority,life
keep,proud
keep,life
benefits,,proud
benefits,,life
build,proud
build,life
knowledge,proud
knowledge,life
expertise,proud
expertise,life
sort,proud
sort,life
field,,proud
field,,life
yeah,proud
yeah,life
would've,proud
would've,life
been,,proud
been,,life
biggest,proud
biggest,life
piece,proud
piece,life
advice,proud
advice,life
proud,much
proud,*laughter*,
proud,guess,
proud,daughter
proud,know
proud,they're,
proud,beautiful
proud,daughter
proud,and,
proud,i'm
proud,proud
proud,glad
proud,able
proud,child
proud,people,
proud,even
proud,able
proud,know
proud,try
proud,hard
proud,look
proud,back
proud,life
proud,wish
proud,done
proud,so,
proud,that's
proud,one
proud,thing
proud,mean
proud,wanted,
proud,five
proud,child
proud,always
proud,wanted
proud,boy
proud,never
proud,but,
proud,um
proud,i'm,
proud,guess
proud,that's
proud,the,
proud,biggest
proud,thing
proud,can,
proud,think
proud,proud
proud,of,
proud,two
proud,daughter
life,much
life,*laughter*,
life,guess,
life,daughter
life,know
life,they're,
life,beautiful
life,daughter
life,and,
life,i'm
life,proud
life,glad
life,able
life,child
life,people,
life,even
life,able
life,know
life,try
life,hard
life,look
life,back
life,life
life,wish
life,done
life,so,
life,that's
life,one
life,thing
life,mean
life,wanted,
life,five
life,child
life,always
life,wanted
life,boy
life,never
life,but,
life,um
life,i'm,
life,guess
life,that's
life,the,
life,biggest
life,thing
life,can,
life,think
life,proud
life,of,
life,two
life,daughter
much,would
much,say
much,best
much,quality
*laughter*,,would
*laughter*,,say
*laughter*,,best
*laughter*,,quality
guess,,would
guess,,say
guess,,best
guess,,quality
daughter,would
daughter,say
daughter,best
daughter,quality
know,would
know,say
know,best
know,quality
they're,,would
they're,,say
they're,,best
they're,,quality
beautiful,would
beautiful,say
beautiful,best
beautiful,quality
daughter,would
daughter,say
daughter,best
daughter,quality
and,,would
and,,say
and,,best
and,,quality
i'm,would
i'm,say
i'm,best
i'm,quality
proud,would
proud,say
proud,best
proud,quality
glad,would
glad,say
glad,best
glad,quality
able,would
able,say
able,best
able,quality
child,would
child,say
child,best
child,quality
people,,would
people,,say
people,,best
people,,quality
even,would
even,say
even,best
even,quality
able,would
able,say
able,best
able,quality
know,would
know,say
know,best
know,quality
try,would
try,say
try,best
try,quality
hard,would
hard,say
hard,best
hard,quality
look,would
look,say
look,best
look,quality
back,would
back,say
back,best
back,quality
life,would
life,say
life,best
life,quality
wish,would
wish,say
wish,best
wish,quality
done,would
done,say
done,best
done,quality
so,,would
so,,say
so,,best
so,,quality
that's,would
that's,say
that's,best
that's,quality
one,would
one,say
one,best
one,quality
thing,would
thing,say
thing,best
thing,quality
mean,would
mean,say
mean,best
mean,quality
wanted,,would
wanted,,say
wanted,,best
wanted,,quality
five,would
five,say
five,best
five,quality
child,would
child,say
child,best
child,quality
always,would
always,say
always,best
always,quality
wanted,would
wanted,say
wanted,best
wanted,quality
boy,would
boy,say
boy,best
boy,quality
never,would
never,say
never,best
never,quality
but,,would
but,,say
but,,best
but,,quality
um,would
um,say
um,best
um,quality
i'm,,would
i'm,,say
i'm,,best
i'm,,quality
guess,would
guess,say
guess,best
guess,quality
that's,would
that's,say
that's,best
that's,quality
the,,would
the,,say
the,,best
the,,quality
biggest,would
biggest,say
biggest,best
biggest,quality
thing,would
thing,say
thing,best
thing,quality
can,,would
can,,say
can,,best
can,,quality
think,would
think,say
think,best
think,quality
proud,would
proud,say
proud,best
proud,quality
of,,would
of,,say
of,,best
of,,quality
two,would
two,say
two,best
two,quality
daughter,would
daughter,say
daughter,best
daughter,quality
would,um,
would,i'm
would,loyal,
would,friend
would,person,
would,that's
would,why,
would,friend
would,betrayed
would,devastating,
would,yeah
would,loyal
would,um,
would,very,
would,happy
would,mean
would,huh
would,gonna
would,say
would,gonna
would,say
would,happy
would,lucky
would,go
would,lucky
would,know
would,came
would,i'm
would,meant
would,say
would,friendly,
would,and,
would,caring
would,and,
would,um
would,yeah
would,care
would,people,
would,i'm
would,interested
would,people,
would,and,
would,care
would,about,
would,animal
would,well,
would,actually
would,that's
would,another
would,thing
would,i'm
would,proud
would,proud
would,vegetarian,
would,yeah
would,daughter
would,vegetarian,
would,i'm
would,vegetarian
would,really
would,care
would,about,
would,feeling
would,being
would,human
would,animal
would,and,
would,know
would,think
would,animal
would,tortured,
would,live
would,tortuous
would,life,
would,eat
would,'em
say,um,
say,i'm
say,loyal,
say,friend
say,person,
say,that's
say,why,
say,friend
say,betrayed
say,devastating,
say,yeah
say,loyal
say,um,
say,very,
say,happy
say,mean
say,huh
say,gonna
say,say
say,gonna
say,say
say,happy
say,lucky
say,go
say,lucky
say,know
say,came
say,i'm
say,meant
say,say
say,friendly,
say,and,
say,caring
say,and,
say,um
say,yeah
say,care
say,people,
say,i'm
say,interested
say,people,
say,and,
say,care
say,about,
say,animal
say,well,
say,actually
say,that's
say,another
say,thing
say,i'm
say,proud
say,proud
say,vegetarian,
say,yeah
say,daughter
say,vegetarian,
say,i'm
say,vegetarian
say,really
say,care
say,about,
say,feeling
say,being
say,human
say,animal
say,and,
say,know
say,think
say,animal
say,tortured,
say,live
say,tortuous
say,life,
say,eat
say,'em
best,um,
best,i'm
best,loyal,
best,friend
best,person,
best,that's
best,why,
best,friend
best,betrayed
best,devastating,
best,yeah
best,loyal
best,um,
best,very,
best,happy
best,mean
best,huh
best,gonna
best,say
best,gonna
best,say
best,happy
best,lucky
best,go
best,lucky
best,know
best,came
best,i'm
best,meant
best,say
best,friendly,
best,and,
best,caring
best,and,
best,um
best,yeah
best,care
best,people,
best,i'm
best,interested
best,people,
best,and,
best,care
best,about,
best,animal
best,well,
best,actually
best,that's
best,another
best,thing
best,i'm
best,proud
best,proud
best,vegetarian,
best,yeah
best,daughter
best,vegetarian,
best,i'm
best,vegetarian
best,really
best,care
best,about,
best,feeling
best,being
best,human
best,animal
best,and,
best,know
best,think
best,animal
best,tortured,
best,live
best,tortuous
best,life,
best,eat
best,'em
quality,um,
quality,i'm
quality,loyal,
quality,friend
quality,person,
quality,that's
quality,why,
quality,friend
quality,betrayed
quality,devastating,
quality,yeah
quality,loyal
quality,um,
quality,very,
quality,happy
quality,mean
quality,huh
quality,gonna
quality,say
quality,gonna
quality,say
quality,happy
quality,lucky
quality,go
quality,lucky
quality,know
quality,came
quality,i'm
quality,meant
quality,say
quality,friendly,
quality,and,
quality,caring
quality,and,
quality,um
quality,yeah
quality,care
quality,people,
quality,i'm
quality,interested
quality,people,
quality,and,
quality,care
quality,about,
quality,animal
quality,well,
quality,actually
quality,that's
quality,another
quality,thing
quality,i'm
quality,proud
quality,proud
quality,vegetarian,
quality,yeah
quality,daughter
quality,vegetarian,
quality,i'm
quality,vegetarian
quality,really
quality,care
quality,about,
quality,feeling
quality,being
quality,human
quality,animal
quality,and,
quality,know
quality,think
quality,animal
quality,tortured,
quality,live
quality,tortuous
quality,life,
quality,eat
quality,'em
um,,yeah
i'm,yeah
loyal,,yeah
friend,yeah
person,,yeah
that's,yeah
why,,yeah
friend,yeah
betrayed,yeah
devastating,,yeah
yeah,yeah
loyal,yeah
um,,yeah
very,,yeah
happy,yeah
mean,yeah
huh,yeah
gonna,yeah
say,yeah
gonna,yeah
say,yeah
happy,yeah
lucky,yeah
go,yeah
lucky,yeah
know,yeah
came,yeah
i'm,yeah
meant,yeah
say,yeah
friendly,,yeah
and,,yeah
caring,yeah
and,,yeah
um,yeah
yeah,yeah
care,yeah
people,,yeah
i'm,yeah
interested,yeah
people,,yeah
and,,yeah
care,yeah
about,,yeah
animal,yeah
well,,yeah
actually,yeah
that's,yeah
another,yeah
thing,yeah
i'm,yeah
proud,yeah
proud,yeah
vegetarian,,yeah
yeah,yeah
daughter,yeah
vegetarian,,yeah
i'm,yeah
vegetarian,yeah
really,yeah
care,yeah
about,,yeah
feeling,yeah
being,yeah
human,yeah
animal,yeah
and,,yeah
know,yeah
think,yeah
animal,yeah
tortured,,yeah
live,yeah
tortuous,yeah
life,,yeah
eat,yeah
'em,yeah
yeah,um,
yeah,question,
yeah,remember
yeah,question
um,,um,
um,,question,
um,,remember
um,,question
question,,um,
question,,question,
question,,remember
question,,question
remember,um,
remember,question,
remember,remember
remember,question
question,um,
question,question,
question,remember
question,question
um,,okay
question,,okay
remember,okay
question,okay
okay,okay
okay,welcome
welcome,welcome
